,provider_name,address1,city,county,state_code,zip,national_drug_code,order_label,courses_available,geocoded_address,last_report_date,provider_status,:@computed_region_pqdx_y6mm,npi,address2,provider_note
840,Carman Drugs,829 B Carman Ave,Westbury,Nassau,NY,11590,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-73.55256, 40.74797]}",2022-09-26T00:00:00.000,ACTIVE,33.0,1518244045.0,,
841,CVS Store #11200,800 BOYLSTON STREET,Boston,Suffolk,MA,2199,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-71.08251, 42.34717]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1194383869.0,CVS Pharmacy,
842,Walmart Pharmacy #4686,906 SW REGIONAL AIRPORT BLVD,Bentonville,Benton,AR,72712,00069-1085-30,Paxlovid,28.0,"{'type': 'Point', 'coordinates': [-94.22392, 36.33706]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1922349901.0,,
843,CVS STORE #00478,9015 BERGENLINE AVENUE 90TH STREET,North Bergen,Hudson,NJ,7047,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-74.00237, 40.80901]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1750464384.0,CVS Pharmacy,
844,Walmart Pharmacy #1740,2545 IL Route 26 S,Freeport,Stephenson,IL,61032,00006-5055-06,Lagevrio (molnupiravir),311.0,"{'type': 'Point', 'coordinates': [-89.62893, 42.26487]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1598782872.0,,
845,WALGREENS STORE #04755,3480 S JONES BLVD,Las Vegas,Clark,NV,89146,00006-5055-06,Lagevrio (molnupiravir),234.0,"{'type': 'Point', 'coordinates': [-115.22433, 36.126015]}",2022-09-29T00:00:00.000,ACTIVE,29.0,1396752275.0,,
846,WALGREENS STORE #04512,22950 VAN DYKE AVE,Warren,Macomb,MI,48089,00069-1101-20,Renal Paxlovid,88.0,"{'type': 'Point', 'coordinates': [-83.02603, 42.462645]}",2022-09-29T00:00:00.000,ACTIVE,23.0,1356356471.0,,
847,KROGER PHARMACY 02400752,3165 S 2ND ST,Louisville,Jefferson,KY,40208,00006-5055-06,Lagevrio (molnupiravir),18.0,"{'type': 'Point', 'coordinates': [-85.761465, 38.202595]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1588698344.0,,
848,Walmart Pharmacy #1114,409 Sylamore Ave,Mountain View,Stone,AR,72560,00069-1085-30,Paxlovid,33.0,"{'type': 'Point', 'coordinates': [-92.10251, 35.86733]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1568489060.0,,
849,Walmart Pharmacy #2563,735 N Gospel St,Paoli,Orange,IN,47454,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-86.467505, 38.565215]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1487671608.0,,
850,Sams Pharmacy #4761,3400 W Main St,Norman,Cleveland,OK,73072,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-97.492691, 35.216745]}",2022-10-03T00:00:00.000,ACTIVE,37.0,1962429001.0,,
851,Rite Aid 07822,2791 S DELSEA DRIVE,Vineland,Cumberland,NJ,8360,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-75.04127, 39.446145]}",2022-10-03T00:00:00.000,ACTIVE,31.0,1457519381.0,,
852,ASPIRUS WAUSAU HOSPITAL Pharmacy,333 Pine Ridge BLVD,Wausau,Marathon,WI,54401,00006-5055-06,Lagevrio (molnupiravir),48.0,"{'type': 'Point', 'coordinates': [-89.66834, 44.9659]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1194889980.0,,
853,CVS STORE #10951,3319 NAMEOKI RD.,Granite City,Madison,IL,62040,00006-5055-06,Lagevrio (molnupiravir),16.0,"{'type': 'Point', 'coordinates': [-90.12294, 38.72304]}",2022-09-30T00:00:00.000,ACTIVE,14.0,1134576820.0,CVS Pharmacy,
854,WALGREENS STORE #16100,1520 LILIHA ST,Honolulu,Honolulu,HI,96817,00069-1085-30,Paxlovid,8.0,"{'type': 'Point', 'coordinates': [-157.86098, 21.32149]}",2022-09-29T00:00:00.000,ACTIVE,12.0,1255756573.0,STE 201,
855,WALGREENS STORE #03102,210 S BROADWAY,Hicksville,Nassau,NY,11801,00006-5055-06,Lagevrio (molnupiravir),32.0,"{'type': 'Point', 'coordinates': [-73.51991, 40.76363]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1942215017.0,,
856,VA CANCER INSTITUTE-HANOVER,8007 Discovery Drive,Richmond,Henrico,VA,23229,00310-7442-02,Evusheld,,"{'type': 'Point', 'coordinates': [-77.5466, 37.60377]}",2022-10-03T00:00:00.000,UNKNOWN INVENTORY,47.0,1730130980.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
857,MARIANOS PHARMACY 53100531,3358 W TOUHY AVE,Skokie,Cook,IL,60076,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-87.71367, 42.01265]}",2022-10-03T00:00:00.000,ACTIVE,14.0,1770976102.0,,
858,CVS Store #08498,272 E. BUTLER AVE.,Ambler,Montgomery,PA,19002,00069-1101-20,Renal Paxlovid,7.0,"{'type': 'Point', 'coordinates': [-75.21719, 40.15693]}",2022-09-30T00:00:00.000,ACTIVE,39.0,1831326768.0,CVS Pharmacy,
859,Walmart Pharmacy #3709,2427 GRESHAM RD SE,Atlanta,Fulton,GA,30316,00069-1085-30,Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-84.31233, 33.71883]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1093732349.0,,
860,Sams Pharmacy #8291,4373 Corunna Rd,Flint,Genesee,MI,48532,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-83.766695, 43.00053]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1356368575.0,,
861,CVS Store #00281,80 MARKET STREET,Rockland,Plymouth,MA,2370,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-70.91716, 42.12098]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1669571014.0,CVS Pharmacy,
862,WALGREENS STORE #11578,14210 SCOTTS LAWN RD,Marysville,Union,OH,43041,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-83.367251, 40.236366]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1720200330.0,,
863,CVS Store #17085,4211 TRUEMAN BLVD,Hilliard,Franklin,OH,43026,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-83.123755, 40.038295]}",2022-09-30T00:00:00.000,ACTIVE,36.0,1629090337.0,CVS Pharmacy,
864,CVS Store #09189,3 2600 KAUMUALII HWY STE 1100,Lihue,Kauai,HI,96766,00069-1085-30,Paxlovid,39.0,"{'type': 'Point', 'coordinates': [-159.36811, 21.9752]}",2022-09-30T00:00:00.000,ACTIVE,12.0,1225070055.0,CVS Pharmacy,
865,CVS Store #03411,200 E DAYTON YELLOW SPRINGS RD,Fairborn,Greene,OH,45324,00006-5055-06,Lagevrio (molnupiravir),13.0,"{'type': 'Point', 'coordinates': [-84.020475, 39.789035]}",2022-09-30T00:00:00.000,ACTIVE,36.0,1821191537.0,CVS Pharmacy,
866,MAAG PRESCRIPTION  MEDICAL SUPPLY,333 West Center Street,Pocatello,Bannock,ID,83204,00069-1085-30,Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-112.45104, 42.86152]}",2022-10-03T00:00:00.000,ACTIVE,13.0,1972633915.0,,
867,WALGREENS STORE #14282,1251 AVENUE OF THE AMERICAS,New York,New York,NY,10020,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-73.981473, 40.75992]}",2022-09-29T00:00:00.000,ACTIVE,33.0,1700802824.0,,
868,WALGREENS STORE #03090,838 PLEASANT ST,New Bedford,Bristol,MA,2740,00006-5055-06,Lagevrio (molnupiravir),280.0,"{'type': 'Point', 'coordinates': [-70.9271, 41.63861]}",2022-09-29T00:00:00.000,ACTIVE,22.0,1881609089.0,,
869,WALGREENS STORE #09059,4001 W ALGONQUIN RD,Algonquin,Mchenry,IL,60102,00006-5055-06,Lagevrio (molnupiravir),22.0,"{'type': 'Point', 'coordinates': [-88.36968, 42.17517]}",2022-09-29T00:00:00.000,ACTIVE,14.0,1104831213.0,,
870,CVS Store #05034,"95 BEAVER ST.,",Cooperstown,Otsego,NY,13326,00006-5055-06,Lagevrio (molnupiravir),20.0,"{'type': 'Point', 'coordinates': [-74.93345, 42.69425]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1417050261.0,CVS Pharmacy,
871,Walmart Pharmacy #4734,9400 RALSTON ROAD,Arvada,Jefferson,CO,80002,00006-5055-06,Lagevrio (molnupiravir),35.0,"{'type': 'Point', 'coordinates': [-105.102917, 39.800675]}",2022-10-03T00:00:00.000,ACTIVE,6.0,1730612425.0,,
872,FAMILY PHARMACY OF RUSSELLVILLE,455 UNDERWOOD ROAD,Russellville,Franklin,AL,35653,00069-1085-30,Paxlovid,73.0,"{'type': 'Point', 'coordinates': [-87.730551, 34.650573]}",2022-09-22T00:00:00.000,ACTIVE,1.0,1134454150.0,,
873,CVS Store #05318,9006 GREENWELL SPRINGS RD,Baton Rouge,East Baton Rouge,LA,70814,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-91.08921, 30.4831]}",2022-09-30T00:00:00.000,ACTIVE,19.0,1952405888.0,CVS Pharmacy,
874,CVS Store #03806,1403 E. MAIN ST.,Lincolnton,Lincoln,NC,28092,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-81.239525, 35.47695]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1164525929.0,CVS Pharmacy,
875,CVS Store #06085,10554 LOVELAND-MADERIA ROAD,Loveland,Clermont,OH,45140,00006-5055-06,Lagevrio (molnupiravir),11.0,"{'type': 'Point', 'coordinates': [-84.29621, 39.2522]}",2022-09-30T00:00:00.000,ACTIVE,36.0,1659474369.0,CVS Pharmacy,
876,Ann Arbor Pharmacy,2418 E STADIUM BLVD,Ann Arbor,Washtenaw,MI,48104,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-83.71246, 42.25888]}",2022-10-04T00:00:00.000,ACTIVE,23.0,1003301045.0,,
877,LEGACY SALMON CREEK HOSPITAL,2211 NE 139TH ST,Vancouver,Clark,WA,98686,00310-7442-02,Evusheld,,"{'type': 'Point', 'coordinates': [-122.64795, 45.720095]}",2022-09-29T00:00:00.000,UNKNOWN INVENTORY,48.0,1700809829.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
878,CVS STORE #02001,2328 PLAINFIELD AVENUE,South Plainfield,Middlesex,NJ,7080,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-74.41922, 40.58681]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1174615892.0,CVS Pharmacy,
879,Walmart Pharmacy #3788,6310 W Charleston Blvd,Las Vegas,Clark,NV,89146,00006-5055-06,Lagevrio (molnupiravir),43.0,"{'type': 'Point', 'coordinates': [-115.23183, 36.16009]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1962444190.0,,
880,WALGREENS STORE #06908,20 JERSEY AVE,New Brunswick,Middlesex,NJ,8901,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-74.45463, 40.49119]}",2022-09-29T00:00:00.000,ACTIVE,31.0,1437164324.0,,
881,METRO MARKET PHARMACY 53400893,4075 N OAKLAND AVE,Shorewood,Milwaukee,WI,53211,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-87.88792, 43.09145]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1720443146.0,,
882,CVS Store #08275,10011 WEST MCNICHOLS ROAD,Detroit,Wayne,MI,48221,00069-1101-20,Renal Paxlovid,11.0,"{'type': 'Point', 'coordinates': [-83.16067, 42.41653]}",2022-09-30T00:00:00.000,ACTIVE,23.0,1083713382.0,CVS Pharmacy,
883,KROGER PHARMACY 02500652,101 OAK ST,Conway,Faulkner,AR,72032,00069-1085-30,Paxlovid,48.0,"{'type': 'Point', 'coordinates': [-92.42845, 35.09044]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1174683304.0,,
884,CVS STORE #00749,17-19 WASHINGTON STREET,Tenafly,Bergen,NJ,7670,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-73.96551, 40.92563]}",2022-09-30T00:00:00.000,ACTIVE,31.0,1275616518.0,CVS Pharmacy,
885,GUARDIAN PHARMACY SERVICES,860 Stafford Umberger Drive,Wytheville,Wythe,VA,24382,00310-7442-02,Evusheld,12.0,"{'type': 'Point', 'coordinates': [-81.114815, 36.97016]}",2022-10-03T00:00:00.000,ACTIVE,47.0,1447500400.0,,
886,Walmart Pharmacy #1931,2121 Lincoln St,Rhinelander,Oneida,WI,54501,00006-5055-06,Lagevrio (molnupiravir),1.0,"{'type': 'Point', 'coordinates': [-89.38331, 45.63586]}",2022-10-03T00:00:00.000,ACTIVE,50.0,1710904875.0,,
887,Meijer Store 051,2200 Tiffin Avenue,Findlay,Hancock,OH,45840,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-83.60061, 41.05492]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1033259502.0,Deliver to Pharmacy,
888,ST JOSEPH REGIONAL-PLYMTH,1915 LAKE AVE,Plymouth,Marshall,IN,46563,00069-1101-20,Renal Paxlovid,10.0,"{'type': 'Point', 'coordinates': [-86.33181, 41.3355]}",2022-09-28T00:00:00.000,ACTIVE,15.0,,,
889,WALGREENS STORE #17925,674 DARTMOUTH ST,South Dartmouth,Bristol,MA,2748,00006-5055-06,Lagevrio (molnupiravir),46.0,"{'type': 'Point', 'coordinates': [-70.940555, 41.60323]}",2022-09-29T00:00:00.000,ACTIVE,22.0,1114445509.0,,
890,Walmart Pharmacy #1622,2801 W State Route 18,Tiffin,Seneca,OH,44883,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-83.22213, 41.11007]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1144248980.0,,
891,CVS Store #00681,2103 T.W. ALEXANDER DR.,Morrisville,Wake,NC,27560,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-78.81291, 35.91969]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1487752036.0,CVS Pharmacy,
892,COSTCO PHARMACY # 1383,1083 N Redwood Rd.,Saratoga Springs,Utah,UT,84045,00069-1101-20,Renal Paxlovid,6.0,"{'type': 'Point', 'coordinates': [-111.91968, 40.382]}",2022-10-03T00:00:00.000,ACTIVE,45.0,1942824644.0,,
893,CVS Store #04583,2703 WASHINGTON RD.,Augusta,Richmond,GA,30909,00069-1085-30,Paxlovid,29.0,"{'type': 'Point', 'coordinates': [-82.02194, 33.50879]}",2022-09-30T00:00:00.000,ACTIVE,11.0,1538262399.0,CVS Pharmacy,
894,Omnicare of New Orleans #48263,660 Distributors Row #A and B,Jefferson,Jefferson,LA,70123,00006-5055-06,Lagevrio (molnupiravir),97.0,"{'type': 'Point', 'coordinates': [-90.1885, 29.95126]}",2022-09-30T00:00:00.000,ACTIVE,19.0,1154369759.0,,
895,WALGREENS STORE #07777,625 N 19TH ST,Colorado Springs,El Paso,CO,80904,00006-5055-06,Lagevrio (molnupiravir),44.0,"{'type': 'Point', 'coordinates': [-104.84944, 38.84843]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1003821349.0,,
896,PARSONS DRUG COMPANY INC,100 S GREENE ST,Wadesboro,Anson,NC,28170,00069-1101-20,Renal Paxlovid,0.0,"{'type': 'Point', 'coordinates': [-80.07705, 34.96618]}",2022-08-09T00:00:00.000,UNKNOWN INVENTORY,34.0,1578146387.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
897,CVS Store #00760,713 WEST MAIN STREET,New Britain,Hartford,CT,6053,00069-1085-30,Paxlovid,74.0,"{'type': 'Point', 'coordinates': [-72.80545, 41.66715]}",2022-09-30T00:00:00.000,ACTIVE,7.0,1396840138.0,CVS Pharmacy,
898,WALGREENS STORE #06111,309 N US HIGHWAY 287,Lafayette,Boulder,CO,80026,00006-5055-06,Lagevrio (molnupiravir),71.0,"{'type': 'Point', 'coordinates': [-105.10378, 40.00078]}",2022-09-29T00:00:00.000,ACTIVE,6.0,1780699025.0,,
899,WALGREENS STORE #09155,3414 MUNDY MILL RD,Gainesville,Hall,GA,30507,00069-1085-30,Paxlovid,83.0,"{'type': 'Point', 'coordinates': [-83.86186000000001, 34.221565]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1689689796.0,,
900,Walmart Pharmacy #1798,1121 E Caro Rd,Caro,Tuscola,MI,48723,00069-1101-20,Renal Paxlovid,1.0,"{'type': 'Point', 'coordinates': [-83.38425, 43.500735]}",2022-09-16T00:00:00.000,UNKNOWN INVENTORY,23.0,1477570687.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
901,WALGREENS STORE #04095,10800 W CAPITOL DR,Wauwatosa,Milwaukee,WI,53222,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-88.04825, 43.09041]}",2022-09-29T00:00:00.000,ACTIVE,50.0,1669487716.0,,
902,WALGREENS STORE #06675,2560 BELMONT AVE,Youngstown,Mahoning,OH,44505,00006-5055-06,Lagevrio (molnupiravir),48.0,"{'type': 'Point', 'coordinates': [-80.66525, 41.13241]}",2022-09-29T00:00:00.000,ACTIVE,36.0,1609881630.0,,
903,Tawas Pharmacy LLC,306 W Lake St,Tawas City,Iosco,MI,48763,00069-1101-20,Renal Paxlovid,0.0,"{'type': 'Point', 'coordinates': [-83.515165, 44.26942]}",2022-08-18T00:00:00.000,UNKNOWN INVENTORY,23.0,1518075985.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
904,WALGREENS STORE #03037,11332 E 31ST ST,Tulsa,Tulsa,OK,74146,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-95.8506, 36.1189]}",2022-09-29T00:00:00.000,ACTIVE,37.0,1144235102.0,,
905,Walmart Pharmacy #348,427 Highway 425 N,Monticello,Drew,AR,71655,00069-1085-30,Paxlovid,30.0,"{'type': 'Point', 'coordinates': [-91.80472, 33.63582]}",2022-10-03T00:00:00.000,ACTIVE,4.0,1609893080.0,,
906,Rite Aid 01283,207 NORTH COURT STREET,Medina,Medina,OH,44256,00006-5055-06,Lagevrio (molnupiravir),14.0,"{'type': 'Point', 'coordinates': [-81.86456, 41.14103]}",2022-10-03T00:00:00.000,ACTIVE,36.0,1063521391.0,,
907,CVS Store #10741,4082 SOUTH REDWOOD ROAD,West Valley City,Salt Lake,UT,84123,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-111.939, 40.68335]}",2022-09-30T00:00:00.000,ACTIVE,45.0,1396259321.0,CVS Pharmacy,
908,WALGREENS STORE #19636,8014 BARDSTOWN RD,Louisville,Jefferson,KY,40291,00006-5055-06,Lagevrio (molnupiravir),89.0,"{'type': 'Point', 'coordinates': [-85.578515, 38.1305]}",2022-09-29T00:00:00.000,ACTIVE,18.0,1083137095.0,,
909,Walmart Pharmacy #5065,501 N 9th St,Kalamazoo,Kalamazoo,MI,49009,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-85.684855, 42.29287]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1740207232.0,,
910,Walmart Pharmacy #1559,201 N Nellis Blvd,Las Vegas,Clark,NV,89110,00069-1085-30,Paxlovid,52.0,"{'type': 'Point', 'coordinates': [-115.06323, 36.16496]}",2022-10-03T00:00:00.000,ACTIVE,29.0,1407873508.0,,
911,KROGER PHARMACY 02100983,17447 CAREY RD,Westfield,Hamilton,IN,46074,00069-1085-30,Paxlovid,27.0,"{'type': 'Point', 'coordinates': [-86.10553, 40.040885]}",2022-10-03T00:00:00.000,ACTIVE,15.0,1437222957.0,,
912,HUGH CHATHAM MEMORIAL HOSPITAL,180 Parkwood Drive,Elkin,Surry,NC,28621,00310-7442-02,Evusheld,11.0,"{'type': 'Point', 'coordinates': [-80.83512, 36.26365]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1942361308.0,,
913,CVS Store #00654,344 GREAT ROAD,Acton,Middlesex,MA,1720,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-71.42048, 42.50246]}",2022-09-30T00:00:00.000,ACTIVE,22.0,1255430617.0,CVS Pharmacy,
914,Giant Eagle Inc.,200 Tarentum Bridge Road,New Kensington,Westmoreland,PA,15068,00069-1101-20,Renal Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-79.75127, 40.59077]}",2022-09-26T00:00:00.000,ACTIVE,39.0,1801801725.0,Giant Eagle Pharmacy #0008,
915,WALGREENS STORE #17224,25 E HIGH ST,East Hampton,Middlesex,CT,6424,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-72.50281, 41.5841]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1093238503.0,STE 8,
916,Giant Eagle Inc.,525 East Main St,Canfield,Mahoning,OH,44406,00006-5055-06,Lagevrio (molnupiravir),24.0,"{'type': 'Point', 'coordinates': [-80.74691, 41.02465]}",2022-09-26T00:00:00.000,ACTIVE,36.0,1003821927.0,Giant Eagle Pharmacy #6385,
917,CVS Store #01222,"1944 DEER PARK AVE, DEER PARK S/C",Deer Park,Suffolk,NY,11729,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-73.33065, 40.76433]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1073611604.0,CVS Pharmacy,
918,WALGREENS STORE #03232,429 W PIKE ST,Goshen,Elkhart,IN,46526,00069-1085-30,Paxlovid,69.0,"{'type': 'Point', 'coordinates': [-85.842539, 41.58944]}",2022-09-29T00:00:00.000,ACTIVE,15.0,1699780734.0,,
919,Walmart Pharmacy #2481,9300 State Route 61,Coal Township,Northumberland,PA,17866,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-76.50627, 40.78746]}",2022-10-03T00:00:00.000,ACTIVE,39.0,1386662146.0,,
920,CVS Store #07941,8420 STEELE CREEK RD.,Charlotte,Mecklenburg,NC,28273,00069-1101-20,Renal Paxlovid,9.0,"{'type': 'Point', 'coordinates': [-80.96152, 35.17153]}",2022-09-30T00:00:00.000,ACTIVE,34.0,1043446453.0,CVS Pharmacy,
921,WALGREENS STORE #07602,275 MONROE TPKE,Monroe,Fairfield,CT,6468,00069-1085-30,Paxlovid,72.0,"{'type': 'Point', 'coordinates': [-73.223885, 41.30313]}",2022-09-29T00:00:00.000,ACTIVE,7.0,1790790046.0,,
922,MCSWAINS PHARMACY,1910 Main Ave SW,Cullman,Cullman,AL,35055,00069-1085-30,Paxlovid,16.0,"{'type': 'Point', 'coordinates': [-86.77993, 34.215485]}",2022-07-26T00:00:00.000,UNKNOWN INVENTORY,1.0,1316060528.0,,Inventory has not been reported in the last 2 weeks. Please contact provider to make sure product is available.
923,Walmart Pharmacy #5769,3871 W Main St,Dothan,Houston,AL,36305,00069-1085-30,Paxlovid,18.0,"{'type': 'Point', 'coordinates': [-85.45099, 31.23223]}",2022-10-03T00:00:00.000,ACTIVE,1.0,1568833192.0,,
924,KROGER PHARMACY 02400737,1060 CHINOE RD STE 190,Lexington,Fayette,KY,40502,00006-5055-06,Lagevrio (molnupiravir),19.0,"{'type': 'Point', 'coordinates': [-84.479078, 37.997325]}",2022-10-03T00:00:00.000,ACTIVE,18.0,1649295346.0,,
925,Rite Aid 03774,2426-34 EASTCHESTER ROAD,Bronx,Bronx,NY,10469,00006-5055-06,Lagevrio (molnupiravir),21.0,"{'type': 'Point', 'coordinates': [-73.84314, 40.8614]}",2022-10-03T00:00:00.000,ACTIVE,33.0,1477662906.0,,
926,St Johns Inpatient Pharmacy,625 East Broadway,Jackson,Teton,WY,83001,00069-1085-30,Paxlovid,12.0,"{'type': 'Point', 'coordinates': [-110.74971, 43.48075]}",2022-10-03T00:00:00.000,ACTIVE,51.0,,,
927,SCRMC - UNITY CLINIC,1504 190TH AVENUE,Balsam Lake,Polk,WI,54810,00006-5055-06,Lagevrio (molnupiravir),15.0,"{'type': 'Point', 'coordinates': [-92.48182, 45.48333]}",2022-09-21T00:00:00.000,ACTIVE,50.0,1093089500.0,,
928,WEGMANS FOOD MARKETS INC.,2155 PENFIELD RD,Penfield,Monroe,NY,14526,00006-5055-06,Lagevrio (molnupiravir),17.0,"{'type': 'Point', 'coordinates': [-77.44272, 43.13065]}",2022-10-02T00:00:00.000,ACTIVE,33.0,1821073479.0,Wegmans,
929,CVS Store #16553,2161 FAIRPORT NINE MILE POINT RD,Fairport,Monroe,NY,14450,00006-5055-06,Lagevrio (molnupiravir),10.0,"{'type': 'Point', 'coordinates': [-77.44137, 43.12904]}",2022-09-30T00:00:00.000,ACTIVE,33.0,1316969942.0,CVS Pharmacy,
930,HY-VEE CLINIC PHARMACY (1628),1012 Okoboji Avenue,Milford,Dickinson,IA,51351,00069-1101-20,Renal Paxlovid,2.0,"{'type': 'Point', 'coordinates': [-95.149685, 43.32533]}",2022-10-03T00:00:00.000,ACTIVE,16.0,1689860678.0,,
931,Walmart Pharmacy #864,3109 E 1st St,Vidalia,Toombs,GA,30474,00069-1085-30,Paxlovid,28.0,"{'type': 'Point', 'coordinates': [-82.362245, 32.202815]}",2022-10-03T00:00:00.000,ACTIVE,11.0,1588681993.0,,
932,CVS Store #17596,1110 S 300 W,Salt Lake City,Salt Lake,UT,84101,00006-5055-06,Lagevrio (molnupiravir),23.0,"{'type': 'Point', 'coordinates': [-111.902022, 40.744565]}",2022-09-30T00:00:00.000,ACTIVE,45.0,1811202187.0,CVS Pharmacy,
933,WALGREENS STORE #12945,1128 S PARK ST,Carrollton,Carroll,GA,30117,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-85.072005, 33.5596]}",2022-09-29T00:00:00.000,ACTIVE,11.0,1265562656.0,,
934,WALGREENS STORE #19702,8520 PARK RD,Charlotte,Mecklenburg,NC,28210,00069-1101-20,Renal Paxlovid,3.0,"{'type': 'Point', 'coordinates': [-80.8581, 35.11671]}",2022-09-29T00:00:00.000,ACTIVE,34.0,1891213518.0,,
935,Rite Aid 03878,22346 WOODWARD AVENUE,Ferndale,Oakland,MI,48220,00069-1101-20,Renal Paxlovid,4.0,"{'type': 'Point', 'coordinates': [-83.13156, 42.45718]}",2022-10-03T00:00:00.000,ACTIVE,23.0,1467561944.0,,
936,CVS Store #17496,1102 S THOMAS RD,Fort Wayne,Allen,IN,46804,00069-1085-30,Paxlovid,23.0,"{'type': 'Point', 'coordinates': [-85.20331, 41.076805]}",2022-09-30T00:00:00.000,ACTIVE,15.0,1780832337.0,CVS Pharmacy,
937,Dinglewood Pharmacy,"1939 Wynnton Rd, Columbus",Columbus,Muscogee,GA,31901,00069-1101-20,Renal Paxlovid,5.0,"{'type': 'Point', 'coordinates': [-84.96413, 32.46892]}",2022-09-23T00:00:00.000,ACTIVE,11.0,1497890024.0,,
